Code	RA	DEC	Diameter	mag	Name
IC912	13.691372	23.244972	0.6	16	
IC913	13.691575	23.166583	1	16	
IC914	13.694633	23.189361	0.6	15	
IC916	13.71059	24.464808	0.5	15	
IC920	13.756861	-12.574444	0.4	15	
IC922	13.715667	55.60325	0.1	0	
IC928	13.729972	55.567778	0.1	0	
IC931	13.730333	55.622222	0.1	0	
IC933	13.754483	23.21875	1.3	15	
IC939	13.79531	3.411547	1	15	
IC940	13.799361	3.449167	0	15	
IC941	13.8099	24.015097	0	15	
IC942	13.794753	56.621589	0.3	15	
IC943	13.84225	3.193611	0.6	15	
IC944	13.858592	14.091694	1.7	15	
IC945	13.785433	72.070361	0.5	16	
IC946	13.868947	14.116111	1	14	
IC947	13.876592	0.818194	1.7	14	
IC948	13.874022	14.091167	1.2	14	
IC949	13.871322	22.521139	1.2	15	
IC950	13.874089	14.491056	1.4	15	
IC951	13.863111	50.978167	1.4	14	
IC952	13.894953	3.377778	1.4	15	
IC954	13.832389	71.164611	1.3	0	
IC956	13.911167	20.719167	0	16	
IC959	13.934295	13.505339	1.8	14	
IC960	13.933378	17.511306	0.8	15	
IC961	13.929639	25.839722	0	15	
IC963	13.956944	17.4075	0.7	15	
IC964	13.961468	17.508744	0.3	15	
IC965	13.963194	17.510489	0.8	15	
IC966	13.970556	5.408222	1.6	15	
IC967	13.973039	14.457083	0.7	15	
IC970	14.042831	14.552417	1.2	15	
IC972	14.073869	-17.227528	0.7	15	
IC976	14.145333	-1.161778	1.5	14	
IC977	14.145028	-3.0025	0.6	15	
IC978	14.149477	-2.974133	0.8	15	
IC981	14.174444	-4.172222	0.6	15	
IC982	14.166415	17.695894	1.5	0	
IC983	14.167889	17.733783	5.5	0	
IC984	14.168806	18.363333	1.9	14	
IC985	14.1925	-3.22	0.5	15	
IC987	14.192194	19.171667	1.2	15	
IC988	14.242247	3.190219	0	15	
IC989	14.247567	3.130639	1.3	14	
IC990	14.263655	39.7979	0.6	15	
IC991	14.296806	-13.873056	1.4	13	
IC992	14.304136	0.890583	1.6	15	
IC994	14.306292	11.194889	1.4	15	
IC995	14.275358	57.809778	1.4	14	
IC997	14.333183	-4.452028	1	14	
IC999	14.325743	17.875464	0.8	14	
IC1000	14.327826	17.854917	0.8	14	
IC1006	14.383079	23.794436	1	15	
IC1007	14.410111	4.558611	0	15	
IC1009	14.438194	12.353056	0	15	
IC1010	14.455664	1.02575	2.3	15	
IC1011	14.467924	1.006256	0.4	15	
IC1014	14.471797	13.78	2.8	13	
IC1015	14.472	15.419444	0.6	15	
IC1017	14.468669	25.868417	1.1	15	
IC1018	14.470222	25.829722	2.3	14	
IC1019	14.470389	25.946944	0.4	15	
IC1020	14.480403	26.032194	1.2	15	
IC1021	14.488098	20.654428	1.2	15	
IC1022	14.500519	3.772611	1.2	15	
IC1024	14.524175	3.008111	1.6	14	
IC1025	14.524556	7.063333	0	15	
IC1029	14.540931	49.904306	3	0	
IC1034	14.62047	14.665222	0	16	
IC1035	14.636178	9.336222	0.7	15	
IC1036	14.639639	18.110556	0	16	
IC1037	14.640382	18.183936	0.8	15	
IC1038	14.657611	11.928056	0	15	
IC1039	14.674819	3.432489	0	16	
IC1040	14.672964	9.476333	0	15	
IC1044	14.691361	9.431111	1	15	
IC1046	14.631492	69.01425	0.8	15	
IC1047	14.7055	19.191389	0.6	16	
IC1048	14.716061	4.889861	2.5	14	
IC1050	14.735316	18.0125	0	15	
IC1051	14.736574	19.020189	0	15	
IC1052	14.737258	20.613833	1.1	15	
IC1053	14.762	16.946111	0.5	15	
IC1054	14.775354	1.274514	1.2	15	
IC1055	14.790458	-13.716528	2.6	0	
IC1056	14.763628	50.393972	2	14	
IC1058	14.820104	17.020578	1.6	15	
IC1059	14.845156	0.875803	0	16	
IC1060	14.863159	-7.233025	1	14	
IC1062	14.854907	18.687033	0.3	15	
IC1065	14.822564	63.270111	1.3	13.4	
IC1066	14.884111	3.295694	1.6	14	
IC1067	14.884819	3.331306	2.3	0	
IC1068	14.892488	3.077144	0.2	15	
IC1070	14.897584	3.484381	0	15	
IC1071	14.903461	4.749792	1.2	14	
IC1072	14.903659	4.841336	0.5	15	
IC1073	14.904	4.793889	0	15	
IC1074	14.865922	51.264694	1	15	
IC1075	14.913683	18.105528	1.3	15	
IC1076	14.916544	18.037417	1.2	0	
IC1077	14.956028	-19.214444	2	0	
IC1080	14.966624	-6.723586	0.4	14	
IC1081	14.981944	-19.239722	1.6	0	
IC1082	14.98125	7.007114	0	15	
IC1083	14.925917	68.408611	0.7	16	
IC1084	15.020778	-7.475278	0.4	14	
IC1085	15.045394	17.252356	1.2	15	
IC1089	15.12391	7.116542	0	15	
IC1090	15.09525	42.683056	0.4	0	
IC1091	15.137139	-11.141389	1.4	0	
IC1092	15.126712	9.358625	0	15	
IC1093	15.126575	14.548056	1	15	
IC1094	15.128542	14.627472	0.5	15	
IC1096	15.139356	19.191944	1.1	15	
IC1097	15.142044	19.184056	1.1	15	
IC1099	15.115222	56.508667	1.4	0	
IC1100	15.105775	62.980694	1	14	
IC1102	15.184697	4.293528	1.2	15	
IC1106	15.232286	4.710611	0	15	
IC1107	15.235802	4.714381	0	15	
IC1109	15.284429	5.256128	0	15	
IC1110	15.201397	67.362472	1.3	15	
IC1112	15.2965	7.218889	0	15	
IC1113	15.304222	12.488056	0.6	15	
IC1116	15.365333	8.423889	1.2	15	
IC1118	15.416514	13.445206	0.8	15	
IC1119	15.428972	-3.656667	0.5	15	
IC1121	15.462246	6.803822	0	16	
IC1122	15.489725	7.617194	0.2	15	
IC1125	15.551564	-1.628806	1.7	14	
IC1129	15.533411	68.246528	1.2	14	
IC1130	15.628886	17.244194	0.6	15	
IC1131	15.647689	12.080553	1	0	
IC1132	15.668542	20.680333	1.1	14	
IC1133	15.6867	15.57275	1.3	15	
IC1134	15.749594	16.961919	0.4	15	
IC1135	15.759639	17.699444	0.6	15	
IC1136	15.792887	-1.545317	0	15	
IC1138	15.804397	26.205972	1	15	
IC1139	15.490516	82.58335	0	16	
IC1143	15.515466	82.455667	1.8	0	
IC1144	15.85606	43.417775	0.6	15	
IC1146	15.806122	69.385422	0.9	14	
IC1147	15.836528	69.559444	0.4	15	
IC1151	15.975633	17.441833	0	13	
IC1152	15.945378	48.094917	1	14	
IC1154	15.874598	70.374978	1.8	15	
IC1155	16.009931	15.685167	1.3	0	
IC1156	16.010399	19.723131	0	15	
IC1157	16.015617	15.525889	0.6	16	
IC1158	16.026119	1.707417	2.9	13	
IC1161	16.021349	15.644808	0.6	15	
IC1162	16.021175	17.67775	0	15	
IC1163	16.025172	15.503417	0.2	15	
IC1166	16.035833	26.328889	0	15	
IC1167	16.0647	14.945667	0.5	0	
IC1168	16.065478	14.902022	0.5	16	
IC1169	16.070397	13.74325	1	14	
IC1170	16.075489	17.721194	0.3	0	
IC1172	16.083242	17.869806	0	15	
IC1173	16.086878	17.422361	1.3	0	
IC1174	16.090794	15.025028	1	14	
IC1176	16.092031	17.963556	0	15	
IC1177	16.08875	18.314444	0	0	
IC1178	16.092504	17.600431	1.4	0	
IC1179	16.089833	17.757222	0.6	16	
IC1181	16.092714	17.592639	1.1	0	
IC1182	16.09355	17.801686	0.6	16	
IC1183	16.093892	17.767083	0.9	14.3	
IC1184	16.095167	17.788056	0.1	16	
IC1185	16.095732	17.716264	0.8	13.9	
IC1186	16.095608	17.361639	0.8	0	
IC1187	15.986138	70.556625	0.3	16	
IC1188	16.102278	17.460278	0.5	0	
IC1189	16.104097	18.182444	0.6	0	
IC1191	16.108194	18.267222	0.5	0	
IC1192	16.109197	17.775639	0.7	0	
IC1193	16.108922	17.713361	0.4	0	
IC1194	16.110916	17.760903	0.5	14.3	
IC1195	16.111333	17.191111	0.6	0	
IC1196	16.132892	10.779389	1.1	15	
IC1197	16.138125	7.5385	2.8	15	
IC1198	16.143438	12.330542	0.6	15	
IC1199	16.176206	10.039889	1.3	15	
IC1200	16.074736	69.666028	1.4	14	
IC1201	16.094908	69.59375	1.1	16	
IC1202	16.215794	9.867131	1.7	14	
IC1205	16.237749	9.536994	0.6	15	
IC1206	16.253631	11.297222	1.1	15	
IC1208	16.263303	36.527139	0	15	
IC1209	16.311007	15.558192	0.3	0	
IC1210	16.241753	62.5365	1.6	14	
IC1211	16.281139	53.005889	1.2	14	
IC1212	16.258547	64.2249	0	15	
IC1214	16.269886	65.968556	1.1	15	
IC1215	16.259711	68.397472	1.3	14	
IC1216	16.265264	68.35025	1.1	15	
IC1218	16.276917	68.202222	0.9	15	
IC1219	16.407639	19.482944	1.4	15	
IC1221	16.578228	46.391972	1.3	15	
IC1222	16.585864	46.213611	1.9	0	
IC1224	16.715664	19.253756	0.7	15	
IC1225	16.614578	67.629	1.5	15	
IC1226	16.685164	46.003806	0	15	
IC1228	16.701844	65.585056	1.6	14	
IC1229	16.749619	51.307833	1	15	
IC1231	16.783064	58.422694	2.4	14	
IC1235	16.867417	63.116111	0	15	
IC1236	16.974919	20.040611	1.2	0	
IC1237	16.937736	55.026167	2.1	0	
IC1239	17.012522	23.044083	2.1	14	
IC1241	17.024592	63.69075	1.7	14	
IC1242	17.145261	4.0495	1	15	
IC1244	17.176041	36.30325	1.2	15	
IC1245	17.210206	38.020139	1.7	15	
IC1248	17.194536	59.995444	1.5	0	
IC1249	17.248611	35.520444	0	15	
IC1251	17.170242	72.409833	1.7	14	
IC1254	17.192661	72.401806	1.9	13.9	
IC1255	17.384842	12.695528	1.1	14	
IC1256	17.396464	26.486472	1.7	14	
IC1258	17.454819	58.485167	1.2	0	
IC1259	17.457417	58.51625	1.5	0	
IC1262	17.550586	43.759389	1.5	15	
IC1263	17.551989	43.821611	1.7	15	
IC1264	17.554689	43.628722	1.4	16	
IC1265	17.610966	42.088106	2.1	14	
IC1267	17.646072	59.372778	1.7	0	
IC1269	17.868328	21.569	1.9	0	
IC1272	18.082167	25.129167	0	0	
IC1273	18.084139	25.1325	0	0	
IC1274	18.164167	-23.648333	9	0	
IC1275	18.168611	-23.761667	10	0	
IC1276	18.179278	-7.212778	7.1	0	
IC1277	18.174244	31.003194	0	0	
IC1280	18.205122	25.662222	0.4	15	
IC1283	18.288	-19.761944	0	0	
IC1284	18.294167	-19.671667	10	0	
IC1285	18.269444	25.100833	0	0	
IC1286	18.270639	55.590361	1.5	15	
IC1287	18.523797	-10.795611	44	0	
IC1288	18.489583	39.713194	1.3	14	
IC1291	18.5645	49.278611	2.4	14	
IC1295	18.910333	-8.826722	1.4	15	
IC1296	18.888561	33.066389	1.3	15	
IC1297	19.289825	-39.612972	0.1	0	
IC1298	19.309917	-1.596111	0	0	
IC1299	19.378333	20.739444	0	0	
IC1301	19.442215	50.125319	1.4	0	
IC1302	19.514722	35.784167	1	13.3	
IC1303	19.525061	35.875778	1.5	14.2	
IC1309	20.050389	-17.231944	2	0	
IC1311	20.179944	41.173889	60	13	
IC1313	20.312105	-16.94665	2.6	0	
IC1317	20.387647	0.664361	0.9	13.4	
IC1319	20.433778	-18.504167	0.6	14	
IC1320	20.440442	2.909583	1	14	
IC1321	20.469778	-18.291944	0.6	15	
IC1327	20.5948	0.005917	0	15	
IC1328	20.699194	-19.632778	0.8	15	
IC1330	20.770778	-14.023333	0.8	15	
IC1331	20.796889	-9.995556	1.8	14	
IC1332	20.864266	-13.711583	0.8	15	
IC1334	20.871439	-16.285911	1.1	15	
IC1336	20.918	-18.038611	0.6	15	
IC1339	20.965417	-17.9425	1.9	0	
IC1340	20.935639	31.047778	25	0	
IC1341	21.004633	-13.976172	0.5	15	
IC1344	21.021278	-13.380556	0.6	15	
IC1347	21.029011	-13.313219	1.3	0	
IC1350	21.031185	-13.852556	0.6	15	
IC1359	21.145261	12.483917	1.1	15	
IC1360	21.180639	5.071111	0	0	
IC1361	21.191446	5.054278	1.1	15	
IC1362	21.197969	2.328894	0	16	
IC1364	21.223526	2.769483	0.3	15	
IC1365	21.232167	2.564444	0.2	15	
IC1366	21.235556	1.775742	0	16	
IC1367	21.236042	2.993481	0	15	
IC1369	21.2025	47.768333	4	6.8	
IC1370	21.253936	2.191972	0	15	
IC1371	21.337666	-4.876767	0.8	15	
IC1373	21.343693	1.092231	0.3	15	
IC1374	21.350739	1.712611	0	16	
IC1375	21.349938	3.985136	0	15	
IC1377	21.424083	4.313611	0.6	14	
IC1379	21.433639	3.096389	0	16	
IC1380	21.453054	2.717461	0	15	
IC1381	21.459374	-1.1883	0.5	15	
IC1383	21.461	-1.102222	0	16	
IC1384	21.46475	-1.368611	0.6	14	
IC1385	21.480889	-1.069722	0.4	15	
IC1386	21.493778	-21.195556	2.1	0	
IC1387	21.49291	-1.350856	0.4	15	
IC1388	21.497831	0.631186	0.4	15	
IC1390	21.540222	-1.862222	0	15	
IC1391	21.583436	0.511667	0	16	
IC1392	21.592397	35.398111	1.7	13	
IC1394	21.670298	14.632856	0.8	15	
IC1395	21.694845	4.104294	0	15	
IC1396	21.649344	57.489111	170	3.5	
IC1398	21.764306	9.475	0.8	15	
IC1399	21.76914	4.402086	0	16	
IC1401	21.783214	1.712306	2.2	0	
IC1405	21.84717	2.020514	1	15	
IC1406	21.851368	1.986856	0	15	
IC1407	21.873183	3.426611	0	15	
IC1408	21.885834	-13.346681	0.6	15	
IC1411	21.933531	-1.516725	0.9	14	
IC1412	21.971806	-17.176111	1.6	0	
IC1417	22.006	-13.146944	1.4	0	
IC1418	22.033306	4.383889	0.8	14	
IC1420	22.042253	19.750167	1.6	14	
IC1421	22.051123	-9.978003	0.3	15	
IC1422	22.050016	2.598878	0	16	
IC1423	22.053542	4.297222	1.1	15	
IC1424	22.052609	11.197153	1	15	
IC1425	22.056799	2.594892	0	15	
IC1428	22.074361	2.630556	0	16	
IC1433	22.202681	-12.7655	0.4	15	
IC1434	22.178333	52.85	8	9	
IC1435	22.223917	-22.096667	0.9	14	
IC1436	22.230961	-10.191978	0.2	15	
IC1437	22.2625	2.065694	1.1	15	
IC1438	22.274778	-21.431389	2.4	0	
IC1439	22.277861	-21.486111	1.8	0	
IC1440	22.275892	-16.016389	0.6	15	
IC1441	22.255347	37.301194	0.9	0	
IC1442	22.266944	53.991667	0	9.1	
IC1443	22.317694	-20.940278	1.7	0	
IC1444	22.373322	5.138869	1.1	16	
IC1445	22.425075	-17.243278	2.1	0	
IC1448	22.575579	-12.933875	1	14	
IC1451	22.768725	-10.37	0.4	15	
IC1453	22.781756	-13.449528	0.6	15	
IC1454	22.706828	80.442306	0.6	15	
IC1455	22.896124	1.371778	1	15	
IC1458	22.944842	-7.379722	1.2	14	
IC1459	22.952931	-36.462444	0	10	
IC1460	22.951138	4.677039	0.4	14.4	
IC1461	22.976194	15.171944	0	0	
IC1465	23.048111	16.582222	0	0	
IC1467	23.080456	-3.230722	0.7	15	
IC1468	23.085417	-3.205	0.6	15	
IC1470	23.086239	60.243444	15	0	
IC1471	23.145808	-12.639417	0.7	14	
IC1472	23.151861	17.259067	0.9	15	
IC1473	23.184792	29.643167	2.1	14	
IC1474	23.21425	5.805889	1.1	15	
IC1476	23.237871	30.551444	0	0	
IC1477	23.286647	-6.911917	0.6	15	
IC1478	23.303883	10.297806	1.7	15	
IC1479	23.312891	-10.399339	0.8	14	
IC1480	23.316444	11.341389	0	0	
IC1481	23.323622	5.905833	0.9	14	
IC1482	23.347103	1.739061	0.3	14	
IC1483	23.375856	11.329806	0.6	15	
IC1485	23.380064	11.372989	0.3	15	
IC1486	23.398369	9.667778	1.6	13	
IC1489	23.442253	-12.516611	0.4	14	
IC1491	23.490139	-16.316389	0.5	15	
IC1492	23.510023	-3.040197	0.8	14	
IC1495	23.513222	-13.485556	1	13	
IC1498	23.531528	-5.006667	1.4	14	
IC1500	23.552639	4.552222	0	15	
IC1501	23.577794	-3.152944	1	14	
IC1502	23.605597	75.647167	1.3	15	
IC1503	23.640897	4.800667	1	14	
IC1504	23.688736	4.0175	1.9	14	
IC1506	23.746775	4.735528	0.6	15	
IC1507	23.759206	1.688778	1.4	15	
IC1508	23.765303	12.061222	2	0	
IC1509	23.787936	-15.306917	1.3	15	
IC1510	23.8425	2.073056	0.6	15	
IC1513	23.891506	11.317417	1	15	
IC1514	23.904583	-13.586667	0.8	15	
IC1515	23.934422	0.988778	1.2	0	
IC1516	23.935311	0.916889	1.6	0	
IC1517	23.938556	0.305833	0	15	
IC1520	23.965122	-14.039222	0.5	14	
IC1522	23.984306	1.719167	0	15	
IC1524	23.986311	-4.127194	1.9	0	
IC1525	23.987722	46.889583	2.1	0	
IC1526	0.025417	11.346111	0	15	
IC1530	0.122081	32.609472	1.8	0	
IC1531	0.159933	-32.276944	1.9	0	
IC1532	0.164556	-64.371389	1.6	0	
IC1536	0.238635	48.143178	0.7	15	
IC1541	0.333885	21.999972	0	15	
IC1542	0.344806	22.592528	0.7	15	
IC1543	0.348786	21.865528	0.8	14	
IC1548	0.365324	22.006317	0	16	
IC1550	0.4077	38.185167	0.6	15	
IC1551	0.45985	8.877111	2.7	15	
IC1552	0.49555	21.47575	1.1	15	
IC1553	0.5445	-25.61	1	14	
IC1554	0.552083	-32.258889	1.6	0	
IC1555	0.575778	-30.017806	1.5	0	
IC1557	0.592916	-2.876381	0.6	16	
IC1558	0.596472	-25.374722	3.4	0	
IC1559	0.6145	23.984444	0.9	0	
IC1561	0.642389	-24.340278	1.3	14	
IC1562	0.642861	-24.274722	2.1	0	
IC1563	0.650075	-9.014778	0.6	0	
IC1565	0.657308	6.733944	1.7	0	
IC1566	0.659252	6.814969	0.6	15	
IC1568	0.665542	6.848592	0.8	15	
IC1569	0.674447	6.719472	0.2	15	
IC1571	0.677206	0.330833	1.3	15	
IC1574	0.717722	-22.246944	2.5	0	
IC1576	0.737167	-25.109444	0.6	15	
IC1578	0.7405	-25.075556	0.6	14	
IC1579	0.759083	-26.564722	0.8	15	
IC1582	0.771333	-24.279167	1.2	15	
IC1584	0.788497	27.828472	1.8	15	
IC1586	0.799	22.373333	0	0	
IC1587	0.811944	-23.561389	0.8	15	
IC1590	0.880278	56.631667	0	0	
IC1591	0.868478	-22.680111	1.3	0	
IC1592	0.890847	5.769778	1.1	15	
IC1594	0.895861	-47.6475	1.2	0	
IC1595	0.896306	-45.186111	1.2	0	
IC1596	0.911883	21.522444	2.5	15	
IC1597	0.891944	-58.108056	1.4	0	
IC1598	0.911608	5.773658	1.3	15	
IC1599	0.909139	-23.495278	0.8	15	
IC1600	0.917806	-23.525278	0.7	15	
IC1602	0.931089	-9.985303	0.7	14	
IC1603	0.949861	-45.412222	1.3	0	
IC1605	0.960333	-48.902222	1.6	0	
IC1607	0.980233	0.587306	1.1	14	
IC1608	0.990056	-34.329167	1.7	0	
IC1609	0.996361	-40.333056	1.4	0	
IC1610	1.028528	-15.57	1.2	14	
IC1613	1.079847	2.118639	12	9.3	
IC1615	1.068611	-51.1325	1.2	0	
IC1616	1.082278	-27.428889	1.7	0	
IC1617	1.071361	-51.032222	1.5	0	
IC1618	1.098903	32.412444	1.2	16	
IC1619	1.122917	33.067306	0	15	
IC1620	1.120608	13.954583	1.2	14	
IC1625	1.128444	-46.9075	2.1	0	
IC1627	1.136306	-46.093611	2.5	0	
IC1628	1.146519	-28.582306	1.4	0	
IC1629	1.155081	2.567261	0	16	
IC1630	1.138056	-46.753889	1.7	0	
IC1631	1.145806	-46.475278	1.3	0	
IC1633	1.165389	-45.931111	3	0	
IC1637	1.183639	-30.438333	1.8	0	
IC1638	1.206053	33.364097	0.4	15	
IC1639	1.196266	0.664453	0.8	14	
IC1640	1.197583	0.630556	0	15	
IC1643	1.20236	0.410525	0	15	
IC1646	1.212158	15.707111	0.5	15	
IC1647	1.220697	38.884889	0	15	
IC1649	1.197453	-55.856889	1.6	0	
IC1650	1.205389	-50.401944	1.5	0	
IC1652	1.249006	31.948222	1.4	14	
IC1653	1.252089	33.377156	1.1	13.5	
IC1654	1.253323	30.194925	1.6	14	
IC1655	1.198333	-71.331389	0	0	
IC1657	1.235267	-32.650861	2.1	0	
IC1659	1.268361	30.34875	1.6	15	
IC1662	1.20925	-73.456667	0	0	
IC1668	1.314747	33.17275	0	16	
IC1669	1.335242	33.184361	0	16	
IC1672	1.343969	29.698722	1.8	14	
IC1675	1.349997	34.249139	0.8	14	
IC1676	1.349609	30.259486	0	16	
IC1677	1.351978	33.215833	0.9	15	
IC1678	1.350722	5.559722	0	15	
IC1679	1.362342	33.493278	0.5	15	
IC1680	1.364239	33.282194	0.6	15	
IC1681	1.355886	0.090389	0	15	
IC1683	1.377489	34.437306	1.7	14	
IC1685	1.385189	33.190278	1.9	13	
IC1687	1.388669	33.277	0.4	16	
IC1689	1.396639	33.054694	0.7	15	
IC1690	1.397105	33.156344	0	15	
IC1692	1.411	33.235472	0	16	
IC1693	1.400614	-1.657444	0	0	
IC1694	1.413278	1.607222	0	15	
IC1696	1.414558	-1.617444	1.4	0	
IC1697	1.417502	0.444183	0	15	
IC1701	1.430681	18.184247	1.6	15	
IC1702	1.432303	16.601528	1.5	14	
IC1703	1.4403	-1.638778	2.3	0	
IC1706	1.458625	14.819111	1.4	0	
IC1709	1.465806	-35.7175	2.7	0	
IC1711	1.515344	17.188306	2.7	15	
IC1713	1.5455	35.324472	2.2	13	
IC1715	1.559533	12.585306	0.8	14	
IC1719	1.626694	-33.924444	2.1	0	
IC1720	1.672583	-28.913889	1.3	0	
IC1721	1.69013	8.525317	1.2	14	
IC1722	1.717333	-34.188333	1.8	0	
IC1723	1.720597	8.889083	3.5	0	
IC1724	1.71925	-34.242222	1.6	0	
IC1726	1.755476	4.618458	0	15	
IC1727	1.791739	27.331917	6.2	11.6	
IC1728	1.795722	-33.602222	1.4	0	
IC1729	1.798694	-26.891667	1.9	0	
IC1730	1.832773	22.011444	0.6	15	
IC1731	1.836808	27.196139	1.7	0	
IC1732	1.846656	35.932472	1.7	15	
IC1734	1.821389	-32.743611	1.5	0	
IC1736	1.848119	18.302389	1.4	15	
IC1738	1.852167	-9.792778	1.2	0	
IC1741	1.865756	-16.788008	0.7	14	
IC1742	1.8873	22.72075	0.7	15	
IC1743	1.883233	12.708	2.1	0	
IC1744	1.894127	19.840272	1.4	15	
IC1746	1.906747	4.803389	1.9	0	
IC1747	1.95991	63.321725	0.2	14	
IC1748	1.935803	17.640806	1.2	15	
IC1749	1.936423	6.744789	1.2	15	
IC1750	1.938486	4.075917	1.1	15	
IC1754	1.947207	4.025444	1.1	15	
IC1755	1.952714	14.54975	1.6	15	
IC1759	1.965378	-32.987472	1.8	0	
IC1761	1.981191	0.568136	0	15	
IC1762	1.963472	-33.24	1.7	0	
IC1764	2.006508	24.580417	1.7	14	
IC1768	2.013864	-25.02675	1.9	0	
IC1772	2.045236	7.74525	0.6	15	
IC1773	2.067267	30.832556	1.4	15	
IC1774	2.066403	15.317611	2.1	15	
IC1775	2.088222	13.505028	0.6	15	
IC1776	2.087542	6.104861	2.3	14	
IC1777	2.102446	15.209669	0	16	
IC1779	2.10722	3.705833	0	15	
IC1780	2.114222	14.721694	0.6	15	
IC1781	2.114667	0.517778	0	15	
IC1782	2.122219	-25.442111	2.2	0	
IC1783	2.168389	-32.940556	0	13	
IC1784	2.270258	32.649667	1.6	13.2	
IC1786	2.268225	5.145444	0	15	
IC1788	2.263806	-31.201111	2.5	12.4	
IC1791	2.294828	12.470111	1.2	15	
IC1792	2.316981	34.461944	1.7	15	
IC1793	2.358992	32.5445	1.8	15	
IC1794	2.3584	15.761342	0	0	
IC1795	2.442222	62.041389	20	0	
IC1796	2.379833	-41.371111	1.5	0	
IC1797	2.424422	20.395194	1.2	15	
IC1799	2.479434	45.970508	1.3	15	
IC1800	2.475278	31.411667	0	0	
IC1805	2.546389	61.461667	60	6.5	
IC1807	2.508609	22.949367	0	16	
IC1808	2.508639	-4.216389	0.6	14	
IC1809	2.527911	22.916917	1.2	15	
IC1810	2.490778	-43.075833	1.4	0	
IC1811	2.510556	-34.264444	1.9	0	
IC1812	2.492194	-42.810833	2.1	0	
IC1813	2.513694	-34.221111	1.6	0	
IC1814	2.518289	-36.034778	2.1	0	
IC1815	2.572248	32.429389	2	14	
IC1816	2.530861	-36.671944	1.9	0	
IC1819	2.594961	4.051581	0	15	
IC1820	2.597972	6.040278	0	15	
IC1821	2.607406	13.770333	0	15	
IC1823	2.643622	32.069483	2.3	15	
IC1824	2.710556	61.595	0	0	
IC1825	2.648753	9.096833	1.4	15	
IC1826	2.651028	-27.443889	1.7	0	
IC1827	2.662928	1.557917	1.2	14	
IC1828	2.674736	19.297194	1.6	13	
IC1830	2.651028	-27.443889	1.8	12.8	
IC1832	2.699371	19.029836	0.4	15	
IC1833	2.694056	-28.171944	1.6	0	
IC1836	2.723175	3.104806	0	15	
IC1838	2.745283	19.454667	0.6	16	
IC1839	2.745286	15.239472	1.1	15	
IC1840	2.728325	-15.706058	0.6	15	
IC1841	2.760094	18.928639	0	15	
IC1842	2.756492	11.457972	0	16	
IC1843	2.756875	2.879611	1.7	14	
IC1844	2.763694	3.23	0.7	15	
IC1846	2.795442	13.255222	1.1	15	
IC1847	2.798264	14.504842	0	16	
IC1848	2.855	60.408333	60	6.5	
IC1852	2.816767	13.223444	1.3	15	
IC1853	2.801167	-13.993611	0.8	14	
IC1854	2.8224	19.304492	0	0	
IC1856	2.814078	0.767472	1.3	0	
IC1857	2.827494	14.619556	1	15	
IC1858	2.819	-31.289722	1.7	0	
IC1859	2.817833	-31.173056	1.2	14	
IC1860	2.826139	-31.19	1.9	0	
IC1862	2.866333	-33.339444	3.2	0	
IC1863	2.914139	8.784058	0	16	
IC1865	2.922269	8.828	1.6	15	
IC1866	2.914706	-15.652939	0.4	14	
IC1867	2.931184	9.311733	2.2	15	
IC1869	2.970006	5.839	0	16	
IC1870	2.964861	-2.346944	2.9	0	
IC1872	3.076333	42.809444	0	0	
IC1874	3.106103	36.014431	0.9	14	
IC1875	3.0657	-39.440833	1.8	0	
IC1876	3.075589	-27.460111	0.7	14.4	
IC1877	3.052669	-50.511639	3	0	
IC1880	3.107925	-9.731578	1	15	
IC1881	3.154811	38.649222	3	16	
IC1882	3.130389	3.147194	1	15	
IC1883	3.161764	40.892472	1.1	16	
IC1885	3.111194	-32.864444	1.5	0	
IC1886	3.134222	-4.400278	0.3	15	
IC1890	3.166241	19.207936	0.2	15	
IC1892	3.140886	-23.055278	1.9	0	
IC1894	3.17373	19.606725	0	16	
IC1895	3.160111	-25.253611	1.8	0	
IC1897	3.179419	-10.795578	0.5	14	
IC1898	3.172222	-22.405	3.2	0	
IC1900	3.265323	37.15405	0.6	15	
IC1902	3.270124	37.177447	0	16	
IC1904	3.25025	-30.708611	1.8	0	
IC1906	3.268194	-34.36	1.5	0	
IC1907	3.331736	41.563444	0	0	
IC1908	3.251389	-54.816667	1.6	0	
IC1909	3.288889	-33.690556	1.3	0	
IC1913	3.326194	-32.465556	1.7	0	
IC1914	3.3236	-49.599667	3.8	0	
IC1918	3.438306	4.540878	0	15	
IC1919	3.433917	-32.894722	2	0	
IC1928	3.458056	-21.559167	1.5	0	
IC1931	3.482639	1.749722	0.8	14	
IC1933	3.427764	-52.784833	2.5	13	
IC1934	3.520528	42.791944	1.3	16	
IC1935	3.437053	-50.010111	1.3	0	
IC1943	3.495556	-44.108333	2.1	0	
IC1950	3.517881	-50.432861	1.3	0	
IC1952	3.557333	-23.712778	2.4	0	
IC1953	3.561611	-21.478333	2.8	12	
IC1954	3.525386	-51.904556	3.6	12	
IC1956	3.592561	5.066722	1.4	16	
IC1959	3.553375	-50.412917	2.5	0	
IC1960	3.542556	-57.207222	1.2	0	
IC1962	3.59375	-21.291944	2.3	0	
IC1963	3.591936	-34.446583	3	0	
IC1965	3.552972	-56.553611	1.3	0	
IC1967	3.629911	3.270278	0.8	14	
